crag_number,crag_name,route_number,route_name,grade,length_m,route_url
01,"NifadaAt 800m elevation, a col",01,Hase,6c,18,https://climbinleonidio.com/route/hase-16/
01,"NifadaAt 800m elevation, a col",02,Igel,7b+,15,https://climbinleonidio.com/route/igel-16/
01,"NifadaAt 800m elevation, a col",03,Sonic,6c+,15,https://climbinleonidio.com/route/sonic-16/
01,"NifadaAt 800m elevation, a col",04,Der igel schlägt zurück,7b+,20,https://climbinleonidio.com/route/der-igel-schlagt-zuruck-16/
01,"NifadaAt 800m elevation, a col",05,De puta madre,8c,30,https://climbinleonidio.com/route/de-puta-madre-16/
01,"NifadaAt 800m elevation, a col",06,Stelli mantrisch,6c+,15,https://climbinleonidio.com/route/stelli-mantrisch-16/
01,"NifadaAt 800m elevation, a col",07,Bat patting,8c+,50,https://climbinleonidio.com/route/bat-patting-16/
01,"NifadaAt 800m elevation, a col",08,Prend ton trou,8b+,45,https://climbinleonidio.com/route/prend-ton-trou-16/
01,"NifadaAt 800m elevation, a col",09,The glue,8b,30,https://climbinleonidio.com/route/the-glue-16/
01,"NifadaAt 800m elevation, a col",10,Boys,8a,30,https://climbinleonidio.com/route/boys-16/
01,"NifadaAt 800m elevation, a col",11,Girls,8a+,30,https://climbinleonidio.com/route/girls-16/
01,"NifadaAt 800m elevation, a col",12,Baumkraxler,7a+,15,https://climbinleonidio.com/route/baumkraxler-16/
01,"NifadaAt 800m elevation, a col",13,Baum des lebens,8a+,25,https://climbinleonidio.com/route/baum-des-lebens-16/
01,"NifadaAt 800m elevation, a col",14,In memo martin,6c+,15,https://climbinleonidio.com/route/in-memo-martin-16/
01,"NifadaAt 800m elevation, a col",15,Cac,8a,25,https://climbinleonidio.com/route/cac-16/
01,"NifadaAt 800m elevation, a col",16,Wings for life,8a+,30,https://climbinleonidio.com/route/wings-for-life-16/
01,"NifadaAt 800m elevation, a col",17,Angi orangi,6c,15,https://climbinleonidio.com/route/angi-orangi-16/
01,"NifadaAt 800m elevation, a col",18,Angi orangi ext,8a,35,https://climbinleonidio.com/route/angi-orangi-ext-16/
01,"NifadaAt 800m elevation, a col",19,Angi orangi direct,8a,35,https://climbinleonidio.com/route/angi-orangi-direct-16/
01,"NifadaAt 800m elevation, a col",20,Brexit,7c,35,https://climbinleonidio.com/route/brexit-16/
01,"NifadaAt 800m elevation, a col",21,Bauschkraft,8008a,35,https://climbinleonidio.com/route/bauschkraft-800-16/
01,"NifadaAt 800m elevation, a col",,22Bauschkraft,800,,https://climbinleonidio.com/route/bauschkraft-800-ext-16/
01,"NifadaAt 800m elevation, a col",23,Croits slits shrauben tsia,6a+,18,https://climbinleonidio.com/route/croits-slits-shrauben-tsia-16/
01,"NifadaAt 800m elevation, a col",24,Honich kouchen feat,7a,15,https://climbinleonidio.com/route/honich-kouchen-feat-16/
01,"NifadaAt 800m elevation, a col",25,Fronapropen,6b,10,https://climbinleonidio.com/route/fronapropen-16/
01,"NifadaAt 800m elevation, a col",26,Donkey kong junior,8a,25,https://climbinleonidio.com/route/donkey-kong-junior-16/
01,"NifadaAt 800m elevation, a col",27,Donkey kong,8b,30,https://climbinleonidio.com/route/donkey-kong-16/
01,"NifadaAt 800m elevation, a col",28,Guigui the kid,8c,25,https://climbinleonidio.com/route/guigui-the-kid-16/
01,"NifadaAt 800m elevation, a col",29,Rainbow warrior,8c,25,https://climbinleonidio.com/route/rainbow-warrior-16/
01,"NifadaAt 800m elevation, a col",,30Nid de fadas9a+?25,,,https://climbinleonidio.com/route/nid-de-fadas-16/
01,"NifadaAt 800m elevation, a col",,31K3 clibing7c15,,,https://climbinleonidio.com/route/k3-climbing-16/
01,"NifadaAt 800m elevation, a col",,32K3 clibing ext8b+25,,,https://climbinleonidio.com/route/k3-climbing-ext-16/
01,"NifadaAt 800m elevation, a col",33,First class,7c+,15,https://climbinleonidio.com/route/first-class-16/
01,"NifadaAt 800m elevation, a col",34,Bergsteigerkante,7c+,10,https://climbinleonidio.com/route/bergsteigerkante-16/
01,"NifadaAt 800m elevation, a col",35,Bergsteigerkante ext,8b+,20,https://climbinleonidio.com/route/bergsteigerkante-ext-16/
01,"NifadaAt 800m elevation, a col",36,Lai lai,7a,25,https://climbinleonidio.com/route/lai-lai-16/
01,"NifadaAt 800m elevation, a col",37,Manyong,7a,20,https://climbinleonidio.com/route/manyong-16/
01,"NifadaAt 800m elevation, a col",38,Stalker,7a,20,https://climbinleonidio.com/route/stalker-16/
01,"NifadaAt 800m elevation, a col",39,Bernie musculus,7c+,15,https://climbinleonidio.com/route/bernie-musculus-16/
01,"NifadaAt 800m elevation, a col",,40No nae 407b+?15,,,https://climbinleonidio.com/route/no-name-40-16/
01,"NifadaAt 800m elevation, a col",41,Dr oktagon left variation,7a+,15,https://climbinleonidio.com/route/dr-oktagon-left-variation-16/
01,"NifadaAt 800m elevation, a col",42,Dr oktagon,8a+,15,https://climbinleonidio.com/route/dr-oktagon-16/
01,"NifadaAt 800m elevation, a col",43,No name,437b,15,https://climbinleonidio.com/route/no-name-43-16/
01,"NifadaAt 800m elevation, a col",44,No name,447a+,15,https://climbinleonidio.com/route/no-name-44-31/
01,"NifadaAt 800m elevation, a col",45,Caveman,7a,15,https://climbinleonidio.com/route/caveman-16/
01,"NifadaAt 800m elevation, a col",46,Stone age graffiti,7b,15,https://climbinleonidio.com/route/stone-age-graffiti-16/
01,"NifadaAt 800m elevation, a col",47,Erdogan is a terrorist?,1,5,https://climbinleonidio.com/route/erdogan-is-a-terrorist-16/
01,"NifadaAt 800m elevation, a col",48,Project?,2,2,https://climbinleonidio.com/route/project-91/
01,"NifadaAt 800m elevation, a col",49,Action indirect?,2,2,https://climbinleonidio.com/route/action-indirect-16/
01,"NifadaAt 800m elevation, a col",50,Fingerbillard,7b,22,https://climbinleonidio.com/route/fingerbillard-16/
01,"NifadaAt 800m elevation, a col",51,The bee,7c,22,https://climbinleonidio.com/route/the-bee-16/
01,"NifadaAt 800m elevation, a col",52,"Girl, you’ll be a woman soon",7a+,22,https://climbinleonidio.com/route/girl-youll-be-a-woman-soon-16/
01,"NifadaAt 800m elevation, a col",53,Le big mac,7b+,22,https://climbinleonidio.com/route/le-big-mac-16/
01,"NifadaAt 800m elevation, a col",01,Chrisul,5b,30,https://climbinleonidio.com/route/chrisul-16/
01,"NifadaAt 800m elevation, a col",02,Nihao,5c,35,https://climbinleonidio.com/route/nihao-16/
01,"NifadaAt 800m elevation, a col",03,Chilema,6a+,35,https://climbinleonidio.com/route/chilema-16/
01,"NifadaAt 800m elevation, a col",04,Manzou,6b,20,https://climbinleonidio.com/route/manzou-16/
01,"NifadaAt 800m elevation, a col",05,Haesghum,6b,30,https://climbinleonidio.com/route/haesghum-16/
01,"NifadaAt 800m elevation, a col",06,Zaijian,6b,35,https://climbinleonidio.com/route/zaijian-16/
01,"NifadaAt 800m elevation, a col",07,Juar,6a,20,https://climbinleonidio.com/route/juar-16/
01,"NifadaAt 800m elevation, a col",08,Gudsi,6b,20,https://climbinleonidio.com/route/gudsi-16/
01,"NifadaAt 800m elevation, a col",09,Gudsi ext,6b,35,https://climbinleonidio.com/route/gudsi-ext-16/
02,"PanoramaAt 700m elevation, a s",01,Hoch dit been,7a+,34,https://climbinleonidio.com/route/hoch-dit-been-16/
02,"PanoramaAt 700m elevation, a s",02,Viele wege führen nach room,6c+,25,https://climbinleonidio.com/route/viele-wege-fuhren-nach-room-16/
02,"PanoramaAt 700m elevation, a s",03,No pasaran!,7c,25,https://climbinleonidio.com/route/no-pasaran-16/
02,"PanoramaAt 700m elevation, a s",,04No pasaran! Ext8a?32,,,https://climbinleonidio.com/route/no-pasaran-ext-16/
02,"PanoramaAt 700m elevation, a s",05,Concave,7b,30,https://climbinleonidio.com/route/concave-16/
02,"PanoramaAt 700m elevation, a s",06,Convex,7c+,30,https://climbinleonidio.com/route/convex-16/
02,"PanoramaAt 700m elevation, a s",07,Mono dedos,7c,30,https://climbinleonidio.com/route/mono-dedos-16/
02,"PanoramaAt 700m elevation, a s",08,Stairway to heaven,6c,15,https://climbinleonidio.com/route/stairway-to-heaven-16/
02,"PanoramaAt 700m elevation, a s",09,Fakir,7c,15,https://climbinleonidio.com/route/fakir-16/
02,"PanoramaAt 700m elevation, a s",,10Fakir ext8b?32,,,https://climbinleonidio.com/route/fakir-ext-16/
02,"PanoramaAt 700m elevation, a s",11,Dutch cupcake,7c,28,https://climbinleonidio.com/route/dutch-cupcake-16/
02,"PanoramaAt 700m elevation, a s",12,Gran cereal,7c+,28,https://climbinleonidio.com/route/gran-cereal-16/
02,"PanoramaAt 700m elevation, a s",13,From berlin to bombay,7a+,15,https://climbinleonidio.com/route/from-berlin-to-bombay-16/
02,"PanoramaAt 700m elevation, a s",14,Blue whale’s dick,8a,28,https://climbinleonidio.com/route/blue-whales-dick-16/
02,"PanoramaAt 700m elevation, a s",15,Gecko slalom,7c,15,https://climbinleonidio.com/route/gecko-slalom-16/
02,"PanoramaAt 700m elevation, a s",16,Gecko slalom ext,8a,25,https://climbinleonidio.com/route/gecko-slalom-ext-16/
02,"PanoramaAt 700m elevation, a s",17,Blue tufas,7b,23,https://climbinleonidio.com/route/blue-tufas-16/
02,"PanoramaAt 700m elevation, a s",18,Adartes,7b,24,https://climbinleonidio.com/route/adartes-16/
02,"PanoramaAt 700m elevation, a s",19,Noah,6c,24,https://climbinleonidio.com/route/noah-16/
02,"PanoramaAt 700m elevation, a s",20,Dinaki,6c,20,https://climbinleonidio.com/route/dinaki-16/
02,"PanoramaAt 700m elevation, a s",21,Lou,6b,20,https://climbinleonidio.com/route/lou-16/
03,ElonaA world-class tufa crag i,01,Copper pipe,7c,30,https://climbinleonidio.com/route/copper-pipe-16/
03,ElonaA world-class tufa crag i,02,Diet dope,7b,25,https://climbinleonidio.com/route/diet-dope-16/
03,ElonaA world-class tufa crag i,03,The battle of succession,7c,25,https://climbinleonidio.com/route/the-battle-of-succession-16/
03,ElonaA world-class tufa crag i,04,The battle of succession ext,8a,45,https://climbinleonidio.com/route/the-battle-of-succession-ext-16/
03,ElonaA world-class tufa crag i,,05David direct8c?30,,,https://climbinleonidio.com/route/david-direct-16/
03,ElonaA world-class tufa crag i,06,David,8a,30,https://climbinleonidio.com/route/david-16/
03,ElonaA world-class tufa crag i,07,David ext,18a+,40,https://climbinleonidio.com/route/david-ext-1-16/
03,ElonaA world-class tufa crag i,,08David ext 28b+?60,,,https://climbinleonidio.com/route/david-ext-2-16/
03,ElonaA world-class tufa crag i,,09Goliath 1st part7c35,,,https://climbinleonidio.com/route/goliath-1st-part-16/
03,ElonaA world-class tufa crag i,10,Goliath,8b,60,https://climbinleonidio.com/route/goliath-16/
03,ElonaA world-class tufa crag i,11,Natural mystic,8c,35,https://climbinleonidio.com/route/natural-mystic-16/
03,ElonaA world-class tufa crag i,1210,hispanos,7c+,25,https://climbinleonidio.com/route/10-hispanos-16/
03,ElonaA world-class tufa crag i,1310,hispanos ext,8a,40,https://climbinleonidio.com/route/10-hispanos-ext-16/
03,ElonaA world-class tufa crag i,14,Eisvoleas,7c,20,https://climbinleonidio.com/route/eisvoleas-16/
03,ElonaA world-class tufa crag i,15,Venganza del silencio,8a,20,https://climbinleonidio.com/route/venganza-del-silencio-16/
03,ElonaA world-class tufa crag i,16,On the edge,8a,20,https://climbinleonidio.com/route/on-the-edge-16/
03,ElonaA world-class tufa crag i,17,Pope star,7c,35,https://climbinleonidio.com/route/pope-star-16/
03,ElonaA world-class tufa crag i,18,Mavra dakrya,7b,25,https://climbinleonidio.com/route/mavra-dakrya-16/
03,ElonaA world-class tufa crag i,19,Du opfa,8a,25,https://climbinleonidio.com/route/du-opfa-16/
03,ElonaA world-class tufa crag i,,20Du opfa ext8c+?40,,,https://climbinleonidio.com/route/du-opfa-ext-16/
03,ElonaA world-class tufa crag i,21,Skouliki,7b+,20,https://climbinleonidio.com/route/skouliki-16/
03,ElonaA world-class tufa crag i,22,Kneebaropoulos,7a+,25,https://climbinleonidio.com/route/kneebaropoulos-16/
03,ElonaA world-class tufa crag i,,23Kneebaropoulos ext8c+?50,,,https://climbinleonidio.com/route/kneebaropoulos-ext-16/
03,ElonaA world-class tufa crag i,24,Free fall,7c+,30,https://climbinleonidio.com/route/free-fall-16/
03,ElonaA world-class tufa crag i,25,Free fall ext,8b+,40,https://climbinleonidio.com/route/free-fall-ext-16/
03,ElonaA world-class tufa crag i,26,Kopakabana,7c+,30,https://climbinleonidio.com/route/kopakabana-16/
03,ElonaA world-class tufa crag i,27,Kopakabana ext,8b,37,https://climbinleonidio.com/route/kopakabana-ext-16/
03,ElonaA world-class tufa crag i,28,Jolly jump,8a+,30,https://climbinleonidio.com/route/jolly-jump-16/
03,ElonaA world-class tufa crag i,,29Jolly jup ext9a?40,,,https://climbinleonidio.com/route/jolly-jump-ext-16/
03,ElonaA world-class tufa crag i,30,Die heilige dreifaltigkeit,7b,20,https://climbinleonidio.com/route/die-heilige-dreifaltigkeit-16/
03,ElonaA world-class tufa crag i,31,Paranihida,7a+,20,https://climbinleonidio.com/route/paranihida-16/
03,ElonaA world-class tufa crag i,32,Paranihida ext,18a,28,https://climbinleonidio.com/route/paranihida-ext-1-16/
03,ElonaA world-class tufa crag i,33,Paranihida ext,28b+,40,https://climbinleonidio.com/route/paranihida-ext-2-16/
03,ElonaA world-class tufa crag i,34,Ernie,7b+,22,https://climbinleonidio.com/route/ernie-16/
03,ElonaA world-class tufa crag i,35,Bert,7c,22,https://climbinleonidio.com/route/bert-16/
03,ElonaA world-class tufa crag i,36,Insane in the membrane,7b,20,https://climbinleonidio.com/route/insane-in-the-membrane-16/
03,ElonaA world-class tufa crag i,37,Insane hanuman,8b,30,https://climbinleonidio.com/route/insane-hanuman-16/
03,ElonaA world-class tufa crag i,38,Hanuman,7c,20,https://climbinleonidio.com/route/hanuman-16/
03,ElonaA world-class tufa crag i,39,Hanuman ext,8c,30,https://climbinleonidio.com/route/hanuman-ext-16/
03,ElonaA world-class tufa crag i,40,At tension,7a+,20,https://climbinleonidio.com/route/at-tension-16/
03,ElonaA world-class tufa crag i,,41At tension ext8b+?25,,,https://climbinleonidio.com/route/at-tension-ext-16/
03,ElonaA world-class tufa crag i,,42Scorpion veno8b+?25,,,https://climbinleonidio.com/route/scorpion-venom-16/
03,ElonaA world-class tufa crag i,,43Project???,,,https://climbinleonidio.com/route/project-92/
03,ElonaA world-class tufa crag i,44,Hima sto kyma,8b,35,https://climbinleonidio.com/route/hima-sto-kyma-16/
03,ElonaA world-class tufa crag i,45,Mr miyagi,7c+,12,https://climbinleonidio.com/route/mr-miyagi-16/
03,ElonaA world-class tufa crag i,46,Daniel san,7c,12,https://climbinleonidio.com/route/daniel-san-16/
03,ElonaA world-class tufa crag i,47,Lolly pope,7b,25,https://climbinleonidio.com/route/lolly-pope-16/
03,ElonaA world-class tufa crag i,48,Winter is coming,6c,15,https://climbinleonidio.com/route/winter-is-coming-16/
03,ElonaA world-class tufa crag i,49,Techno berlin,6c,20,https://climbinleonidio.com/route/techno-berlin-16/
03,ElonaA world-class tufa crag i,50,Drigi drigi mana mou,7b+,22,https://climbinleonidio.com/route/drigi-drigi-mana-mou-16/
03,ElonaA world-class tufa crag i,51,Cobra,8a,25,https://climbinleonidio.com/route/cobra-16/
03,ElonaA world-class tufa crag i,52,El ojo de nazar,7c,20,https://climbinleonidio.com/route/el-ojo-de-nazar-16/
03,ElonaA world-class tufa crag i,53,Lolek,8a,20,https://climbinleonidio.com/route/lolek-16/
03,ElonaA world-class tufa crag i,54,Bolek,8a,20,https://climbinleonidio.com/route/bolek-16/
03,ElonaA world-class tufa crag i,55,Jazz against the machine,7c+,20,https://climbinleonidio.com/route/jazz-against-the-machine-16/
03,ElonaA world-class tufa crag i,56,Silvester alone,7c,22,https://climbinleonidio.com/route/silvester-alone-16/
03,ElonaA world-class tufa crag i,57,So ill,7a+,22,https://climbinleonidio.com/route/so-ill-16/
03,ElonaA world-class tufa crag i,58,Hopfigkeiten am wirsthaus...,7a,22,https://climbinleonidio.com/route/hopfigkeiten-am-wirsthaus-16/
03,ElonaA world-class tufa crag i,59,White rabbit,6b,15,https://climbinleonidio.com/route/white-rabbit-16/
03,ElonaA world-class tufa crag i,60,Cornflakes + tahini,7a,22,https://climbinleonidio.com/route/cornflakes-tahini-16/
03,ElonaA world-class tufa crag i,61,Ice cream,7b,22,https://climbinleonidio.com/route/ice-cream-16/
03,ElonaA world-class tufa crag i,62,I scream,7c,22,https://climbinleonidio.com/route/i-scream-16/
03,ElonaA world-class tufa crag i,63,Bibo,6a+,22,https://climbinleonidio.com/route/bibo-16/
03,ElonaA world-class tufa crag i,64,Last chance for a slow dance,6b+,22,https://climbinleonidio.com/route/last-chance-for-a-slow-dance-16/
03,ElonaA world-class tufa crag i,65,Gypsy climb,7c+,20,https://climbinleonidio.com/route/gypsy-climb-16/
03,ElonaA world-class tufa crag i,66,Troubadix,6c+,15,https://climbinleonidio.com/route/troubadix-16/
03,ElonaA world-class tufa crag i,67,Majestix,6b+,12,https://climbinleonidio.com/route/majestix-16/
03,ElonaA world-class tufa crag i,68,Miraculix,6c,12,https://climbinleonidio.com/route/miraculix-16/
03,ElonaA world-class tufa crag i,69,Verleinix,6b,12,https://climbinleonidio.com/route/verleinix-16/
03,ElonaA world-class tufa crag i,70,Muscule shirt,5c,12,https://climbinleonidio.com/route/muscule-shirt-16/
03,ElonaA world-class tufa crag i,71,Idefix,5a,10,https://climbinleonidio.com/route/idefix-16/
04,NeanderthalA new hard crag in,01,A l’aurée du doigt,8b,10,https://climbinleonidio.com/route/a-lauree-du-doigt-16/
04,NeanderthalA new hard crag in,02,Mechanical doping,8a+,10,https://climbinleonidio.com/route/mechanical-doping-16/
04,NeanderthalA new hard crag in,03,La crème des imbéciles,8b+,10,https://climbinleonidio.com/route/la-creme-des-imbeciles-16/
04,NeanderthalA new hard crag in,04,Magic mushroom,8a+,10,https://climbinleonidio.com/route/magic-mushroom-16/
04,NeanderthalA new hard crag in,05,Ou c’est tu?,7b,18,https://climbinleonidio.com/route/ou-cest-tu-16/
04,NeanderthalA new hard crag in,06,The arête,7a,15,https://climbinleonidio.com/route/the-arete-16/
04,NeanderthalA new hard crag in,07,El diedro,6c+,15,https://climbinleonidio.com/route/el-diedro-16/
04,NeanderthalA new hard crag in,08,The boulder,7a,15,https://climbinleonidio.com/route/the-boulder-16/
04,NeanderthalA new hard crag in,,09No nae 97?15,,,https://climbinleonidio.com/route/no-name-9-31/
04,NeanderthalA new hard crag in,,10No nae 107?15,,,https://climbinleonidio.com/route/no-name-10-16/
04,NeanderthalA new hard crag in,11,Frog attack,7b+,18,https://climbinleonidio.com/route/frog-attack-16/
04,NeanderthalA new hard crag in,12,Steep slab,8a,18,https://climbinleonidio.com/route/steep-slab-16/
04,NeanderthalA new hard crag in,13,Neanderthal,8b,18,https://climbinleonidio.com/route/neanderthal-16/
04,NeanderthalA new hard crag in,14,Popetta,8a,18,https://climbinleonidio.com/route/popetta-16/
04,NeanderthalA new hard crag in,15,Yogurt,7b,20,https://climbinleonidio.com/route/yogurt-16/
04,NeanderthalA new hard crag in,16,Tobol,7a,20,https://climbinleonidio.com/route/tobol-16/
04,NeanderthalA new hard crag in,17,El paso,6c+,17,https://climbinleonidio.com/route/el-paso-16/
04,NeanderthalA new hard crag in,18,Eliza,8c,15,https://climbinleonidio.com/route/eliza-16/
04,NeanderthalA new hard crag in,19,Protect life,8a,15,https://climbinleonidio.com/route/protect-life-16/
04,NeanderthalA new hard crag in,20,Papatopolis,6c+,22,https://climbinleonidio.com/route/papatopolis-16/
04,NeanderthalA new hard crag in,21,Prise de tètine,6c,22,https://climbinleonidio.com/route/prise-de-tetine-16/
05,La,01,Exkalibur,5c,20,https://climbinleonidio.com/route/exkalibur-16/
05,La,02,Tuk-tuk,5c,20,https://climbinleonidio.com/route/tuk-tuk-16/
05,La,03,Tanzmarie,6c+,25,https://climbinleonidio.com/route/tanzmarie-16/
05,La,04,Finding mono,7a,25,https://climbinleonidio.com/route/finding-mono-16/
05,La,05,The kid,7c,20,https://climbinleonidio.com/route/the-kid-16/
05,La,06,Mr nice,7c+,20,https://climbinleonidio.com/route/mr-nice-16/
05,La,07,Nemesis,7b+,20,https://climbinleonidio.com/route/nemesis-16/
05,La,08,Three billy goats gruff,8a+,18,https://climbinleonidio.com/route/three-billy-goats-gruff-16/
05,La,09,La chèvre de mr seguin,8a,22,https://climbinleonidio.com/route/la-chevre-de-mr-seguin-16/
05,La,10,Pan,7c,18,https://climbinleonidio.com/route/pan-16/
05,La,11,Amalthée,7b,20,https://climbinleonidio.com/route/amalthee-16/
05,La,12,Po po,7c+,20,https://climbinleonidio.com/route/po-po-16/
05,La,13,Capricorn,8c+,18,https://climbinleonidio.com/route/capricorn-16/
05,La,14,Pantysgawn,8c,18,https://climbinleonidio.com/route/pantysgawn-16/
05,La,15,Mikro chioni,6c,15,https://climbinleonidio.com/route/mikro-chioni-16/
05,La,16,X-mas,7a+,25,https://climbinleonidio.com/route/x-mas-16/
05,La,17,Vulpes vulpes,7c+,20,https://climbinleonidio.com/route/vulpes-vulpes-16/
05,La,18,Valentynsky bozk,6c,20,https://climbinleonidio.com/route/valentynsky-bozk-16/
05,La,19,Thum thum,7a+,20,https://climbinleonidio.com/route/thum-thum-16/
05,La,20,Thraumpaar,6a+,20,https://climbinleonidio.com/route/thraumpaar-16/
05,La,01,Turmweg,6b,37,https://climbinleonidio.com/route/turmweg-16/
05,La,02,Franchetto,7b+,38,https://climbinleonidio.com/route/franchetto-16/
05,La,03,Endspiel,7c,35,https://climbinleonidio.com/route/endspiel-16/
05,La,04,Desperado,7b+,36,https://climbinleonidio.com/route/desperado-16/
05,La,05,Eröffnung,7a,35,https://climbinleonidio.com/route/eroffnung-16/
05,La,06,Schachmatt,7b+,25,https://climbinleonidio.com/route/schachmatt-16/
05,La,07,Isolani,7b,28,https://climbinleonidio.com/route/isolani-16/
05,La,08,Rochade,7a,28,https://climbinleonidio.com/route/rochade-16/
05,La,09,Figurine notation,7a,27,https://climbinleonidio.com/route/figurine-notation-16/
05,La,10,Hangepartie,7a,27,https://climbinleonidio.com/route/hangepartie-16/
05,La,11,Zwickmuhle,7c+,25,https://climbinleonidio.com/route/zwickmuhle-16/
05,La,12,Zugzwang,7b,25,https://climbinleonidio.com/route/zugzwang-16/
05,La,13,Fingerfehler,7c,25,https://climbinleonidio.com/route/fingerfehler-16/
05,La,14,Gampit,7a+,25,https://climbinleonidio.com/route/gampit-16/
05,La,15,Jodoube,6c+,20,https://climbinleonidio.com/route/jodoube-16/
05,La,16,Qualitätsopfer,6c,28,https://climbinleonidio.com/route/qualitatsopfer-16/
05,La,17,En passant,6c,35,https://climbinleonidio.com/route/en-passant-16/
05,La,01,To’na heri nivi t’allo,7a+,30,https://climbinleonidio.com/route/tona-heri-nivi-tallo-16/
05,La,02,Hochmut kommt vor dem fall,7b,30,https://climbinleonidio.com/route/hochmut-kommt-vor-dem-fall-16/
05,La,03,Un pieds,7a,30,https://climbinleonidio.com/route/un-pieds-16/
05,La,04,And silence is golden,7a,30,https://climbinleonidio.com/route/and-silence-is-golden-16/
05,La,05,Cogito ergo sum,7b,25,https://climbinleonidio.com/route/cogito-ergo-sum-16/
05,La,06,Cogito ergo sum ext,7c,30,https://climbinleonidio.com/route/cogito-ergo-sum-ext-16/
05,La,07,Übung macht den meister,7b,25,https://climbinleonidio.com/route/ubung-macht-den-meister-16/
05,La,08,Übung macht den meister ext,7c+,35,https://climbinleonidio.com/route/ubung-macht-den-meister-ext-16/
05,La,09,Ola echune to logo tus,7b,35,https://climbinleonidio.com/route/ola-echune-to-logo-tus-16/
05,La,10,Quod erat demonstrandum,7b+,35,https://climbinleonidio.com/route/quod-erat-demonstrandum-16/
05,La,11,Lo que no,7b+,30,https://climbinleonidio.com/route/lo-que-no-16/
05,La,12,"Harm set, harm get",7a+,35,https://climbinleonidio.com/route/harm-set-harm-get-16/
05,La,13,Pierre gui roule,6c+,30,https://climbinleonidio.com/route/pierre-gui-roule-16/
05,La,14,El gue mucho,7b,25,https://climbinleonidio.com/route/el-gue-mucho-16/
06,Adršpach,01,Black mamba,7c,25,https://climbinleonidio.com/route/black-mamba-16/
06,Adršpach,02,Sugar loaf,8a+,25,https://climbinleonidio.com/route/sugar-loaf-16/
06,Adršpach,03,Vesuvian?,2,5,https://climbinleonidio.com/route/vesuvian-16/
06,Adršpach,04,Řecký bonzák,6b,15,https://climbinleonidio.com/route/recky-bonzak-16/
06,Adršpach,05,Mythos,7a+,20,https://climbinleonidio.com/route/mythos-16/
06,Adršpach,06,Vino tinto,7b+,22,https://climbinleonidio.com/route/vino-tinto-16/
06,Adršpach,07,Orange express,7a,15,https://climbinleonidio.com/route/orange-express-16/
06,Adršpach,08,Adršpach party,7b,20,https://climbinleonidio.com/route/adrspach-party-16/
06,Adršpach,09,Yellow submarine,7a+,20,https://climbinleonidio.com/route/yellow-submarine-31/
06,Adršpach,10,Ahoi,8a,28,https://climbinleonidio.com/route/ahoi-16/
06,Adršpach,11,Jukama,6b+,20,https://climbinleonidio.com/route/jukama-16/
06,Adršpach,1299,bolts,6b+,18,https://climbinleonidio.com/route/99-bolts-16/
06,Adršpach,13,Rolling stone,7a+,30,https://climbinleonidio.com/route/rolling-stone-16/
06,Adršpach,14,Pillar of dream,6a+,15,https://climbinleonidio.com/route/pillar-of-dream-16/
07,SkiadiánikoA major crag with r,01,Fasilitsa,4c,12,https://climbinleonidio.com/route/fasilitsa-16/
07,SkiadiánikoA major crag with r,02,Well pie,5a,15,https://climbinleonidio.com/route/well-pie-16/
07,SkiadiánikoA major crag with r,03,Pritsini,6a,18,https://climbinleonidio.com/route/pritsini-16/
07,SkiadiánikoA major crag with r,04,Potami,5c,18,https://climbinleonidio.com/route/potami-16/
07,SkiadiánikoA major crag with r,05,Viva loxa,5b,22,https://climbinleonidio.com/route/viva-loxa-16/
07,SkiadiánikoA major crag with r,06,Souxou mouxou,5b,20,https://climbinleonidio.com/route/souxou-mouxou-16/
07,SkiadiánikoA major crag with r,07,Fuerte,6a+,20,https://climbinleonidio.com/route/fuerte-16/
07,SkiadiánikoA major crag with r,08,Giorgalis,5b,22,https://climbinleonidio.com/route/giorgalis-16/
07,SkiadiánikoA major crag with r,09,Kazabooboo,6a,20,https://climbinleonidio.com/route/kazabooboo-16/
07,SkiadiánikoA major crag with r,10,Chrepi,6a,22,https://climbinleonidio.com/route/chrepi-16/
07,SkiadiánikoA major crag with r,11,Roumpi,6a+,22,https://climbinleonidio.com/route/roumpi-16/
07,SkiadiánikoA major crag with r,12,Sushi,5c,22,https://climbinleonidio.com/route/sushi-16/
07,SkiadiánikoA major crag with r,13,Meligoni,5c,22,https://climbinleonidio.com/route/meligoni-16/
07,SkiadiánikoA major crag with r,14,Primera,5c,22,https://climbinleonidio.com/route/primera-16/
07,SkiadiánikoA major crag with r,15,Sterna,6a,20,https://climbinleonidio.com/route/sterna-16/
07,SkiadiánikoA major crag with r,16,Leihina,6a,28,https://climbinleonidio.com/route/leihina-16/
07,SkiadiánikoA major crag with r,17,Fola,5b,22,https://climbinleonidio.com/route/fola-16/
07,SkiadiánikoA major crag with r,18,Voutan,5b+,22,https://climbinleonidio.com/route/voutan-16/
07,SkiadiánikoA major crag with r,19,Masmagoudi,6a+,30,https://climbinleonidio.com/route/masmagoudi-16/
07,SkiadiánikoA major crag with r,20,Fever tree,6b,32,https://climbinleonidio.com/route/fever-tree-16/
07,SkiadiánikoA major crag with r,21,Boghusho,5c+,18,https://climbinleonidio.com/route/boghusho-16/
07,SkiadiánikoA major crag with r,22,Caramela,6a,28,https://climbinleonidio.com/route/caramela-16/
