crag_number,crag_name,route_number,route_name,grade,length_m,route_url
37,SabatonAnother popular sector,01,God save leonidio,6c,15,https://climbinleonidio.com/route/god-save-leonidio-16/
37,SabatonAnother popular sector,02,God save leonidio ext,7a+,20,https://climbinleonidio.com/route/god-save-leonidio-ext-16/
37,SabatonAnother popular sector,03,Heavy music,7a+,20,https://climbinleonidio.com/route/heavy-music-16/
37,SabatonAnother popular sector,04,And cakes by tonnes,7a,20,https://climbinleonidio.com/route/and-cakes-by-tonnes-16/
37,SabatonAnother popular sector,05,Angels calling,5c,15,https://climbinleonidio.com/route/angels-calling-16/
37,SabatonAnother popular sector,06,Malakamoumou,5c,15,https://climbinleonidio.com/route/malakamoumou-16/
37,SabatonAnother popular sector,07,Malakamoumou ext,6a+,25,https://climbinleonidio.com/route/malakamoumou-ext-16/
37,SabatonAnother popular sector,08,Aghios thomas,6b+,20,https://climbinleonidio.com/route/aghios-thomas-16/
37,SabatonAnother popular sector,09,Kubinos,6b+,20,https://climbinleonidio.com/route/kubinos-16/
37,SabatonAnother popular sector,10,Ta matia sou,6b+,15,https://climbinleonidio.com/route/ta-matia-sou-32/
37,SabatonAnother popular sector,11,Bad magic,6b+,15,https://climbinleonidio.com/route/bad-magic-16/
37,SabatonAnother popular sector,12,Kopros,5c+,15,https://climbinleonidio.com/route/kopros-16/
37,SabatonAnother popular sector,13,Stone monkey,7a,15,https://climbinleonidio.com/route/stone-monkey-16/
37,SabatonAnother popular sector,14,Masturbators in the elevator,7b,18,https://climbinleonidio.com/route/masturbators-in-the-elevator-16/
37,SabatonAnother popular sector,15,Diablesses rouges,7a,20,https://climbinleonidio.com/route/diablesses-rouges-16/
37,SabatonAnother popular sector,16,Portokalia,5b,15,https://climbinleonidio.com/route/portokalia-32/
37,SabatonAnother popular sector,17,Portokalia ext,6a,22,https://climbinleonidio.com/route/portokalia-ext-16/
37,SabatonAnother popular sector,18,Faklana,5c,15,https://climbinleonidio.com/route/faklana-16/
37,SabatonAnother popular sector,19,Faklana ext,6a,20,https://climbinleonidio.com/route/faklana-ext-16/
37,SabatonAnother popular sector,20,Ride the ridge,6b,20,https://climbinleonidio.com/route/ride-the-ridge-16/
37,SabatonAnother popular sector,21,Maminas,5c+,20,https://climbinleonidio.com/route/maminas-16/
37,SabatonAnother popular sector,22,Moving target,6a+,20,https://climbinleonidio.com/route/moving-target-16/
37,SabatonAnother popular sector,23,Best & worst,6b,20,https://climbinleonidio.com/route/best-worst-16/
37,SabatonAnother popular sector,24,Manowar,6a+,15,https://climbinleonidio.com/route/manowar-16/
37,SabatonAnother popular sector,01,Mocca,6a+,10,https://climbinleonidio.com/route/mocca-16/
37,SabatonAnother popular sector,02,Flippa,6b+,10,https://climbinleonidio.com/route/flippa-16/
37,SabatonAnother popular sector,03,Wellengang,6c,12,https://climbinleonidio.com/route/wellengang-16/
37,SabatonAnother popular sector,04,Blue little feet,7a,12,https://climbinleonidio.com/route/blue-little-feet-16/
37,SabatonAnother popular sector,05,Stay cool in the pool,6a,15,https://climbinleonidio.com/route/stay-cool-in-the-pool-16/
37,SabatonAnother popular sector,06,Free...,5c,15,https://climbinleonidio.com/route/free-16/
37,SabatonAnother popular sector,07,...catalonia,5c,12,https://climbinleonidio.com/route/catalonia-16/
37,SabatonAnother popular sector,081984,is now,6b,12,https://climbinleonidio.com/route/1984-is-now-16/
37,SabatonAnother popular sector,09,Diskolo,6a,12,https://climbinleonidio.com/route/diskolo-16/
37,SabatonAnother popular sector,10,Diskolo direct,7a,12,https://climbinleonidio.com/route/diskolo-direct-16/
37,SabatonAnother popular sector,11,Bloody mary,5c,8,https://climbinleonidio.com/route/bloody-mary-16/
37,SabatonAnother popular sector,12,Cuba libre,6c+,8,https://climbinleonidio.com/route/cuba-libre-16/
37,SabatonAnother popular sector,13,White russian,6c+,12,https://climbinleonidio.com/route/white-russian-16/
38,Saint,01,Kopsi tou stavrou,7c,50,https://climbinleonidio.com/route/kopsi-tou-stavrou-16/
38,Saint,02,Monks in the gym,7c,80,https://climbinleonidio.com/route/monks-in-the-gym-16/
38,Saint,03,Taraxippus,6a,20,https://climbinleonidio.com/route/taraxippus-16/
38,Saint,04,Taraxippus ext,6b+,50,https://climbinleonidio.com/route/taraxippus-ext-16/
38,Saint,05,Kifinas,6b,50,https://climbinleonidio.com/route/kifinas-16/
38,Saint,06,Je m’en fous,6c+,40,https://climbinleonidio.com/route/je-men-fous-16/
38,Saint,07,Sphingofoleas,7b,90,https://climbinleonidio.com/route/sphingofoleas-16/
38,Saint,08,Leptospirosis,7c,40,https://climbinleonidio.com/route/leptospirosis-16/
38,Saint,09,Archgoat,7a,35,https://climbinleonidio.com/route/archgoat-16/
38,Saint,10,Apo michanis theos,7a,35,https://climbinleonidio.com/route/apo-michanis-theos-16/
38,Saint,11,Kaour ekokiate,7b,35,https://climbinleonidio.com/route/kaour-ekokiate-32/
38,Saint,12,Krampus,7c,35,https://climbinleonidio.com/route/krampus-16/
38,Saint,13,Falling stones,8a,35,https://climbinleonidio.com/route/falling-stones-16/
38,Saint,01,Biskota/keks,6a,15,https://climbinleonidio.com/route/biskota-keks-16/
38,Saint,02,Hanni bunny,7b,25,https://climbinleonidio.com/route/hanni-bunny-16/
38,Saint,03,Tado,6b,25,https://climbinleonidio.com/route/tado-16/
38,Saint,04,Mono-ton,6c+,22,https://climbinleonidio.com/route/mono-ton-16/
38,Saint,05,Leonardo in Leonidio,7a,12,https://climbinleonidio.com/route/leonardo-in-leonidio-16/
38,Saint,06,Goats up,6c+,30,https://climbinleonidio.com/route/goats-up-16/
38,Saint,07,Windjammer,8a+,15,https://climbinleonidio.com/route/windjammer-16/
38,Saint,08,Wheelie,6c+,17,https://climbinleonidio.com/route/wheelie-16/
38,Saint,09,Broom,6a+,20,https://climbinleonidio.com/route/broom-16/
38,Saint,10,Broom right variation,6a,20,https://climbinleonidio.com/route/broom-right-variation-16/
38,Saint,11,Witch,5b,25,https://climbinleonidio.com/route/witch-32/
38,Saint,12,Witch ext,7a,40,https://climbinleonidio.com/route/witch-ext-16/
38,Saint,13,Kleines geschenk,5c,25,https://climbinleonidio.com/route/kleines-geschenk-16/
38,Saint,14,Grobes geschenk,7b,40,https://climbinleonidio.com/route/grobes-geschenk-16/
38,Saint,15,Fuga di sambatraz,7b+,40,https://climbinleonidio.com/route/fuga-di-sambatraz-16/
38,Saint,16,Itchy,6c+,38,https://climbinleonidio.com/route/itchy-16/
38,Saint,17,Cornerboy,6c+,38,https://climbinleonidio.com/route/cornerboy-16/
38,Saint,18,St Nikolaus,6b,22,https://climbinleonidio.com/route/st-nikolaus-16/
38,Saint,01,Banoffi,6a+,20,https://climbinleonidio.com/route/banoffi-16/
38,Saint,02,Slab me,7c,20,https://climbinleonidio.com/route/slab-me-16/
38,Saint,03,Two girls one jug?,1,5,https://climbinleonidio.com/route/two-girls-one-jug-16/
38,Saint,04,Es posible?,1,5,https://climbinleonidio.com/route/es-posible-16/
38,Saint,05,Dulce de leche,7c,15,https://climbinleonidio.com/route/dulce-de-leche-16/
38,Saint,06,Peanut butter cake,7a,15,https://climbinleonidio.com/route/peanut-butter-cake-16/
38,Saint,07,Mono-mental,7b,15,https://climbinleonidio.com/route/mono-mental-16/
38,Saint,08,Project?,1,5,https://climbinleonidio.com/route/project-96/
38,Saint,09,Relentless,7c+,17,https://climbinleonidio.com/route/relentless-16/
38,Saint,10100,% natural,7c+,17,https://climbinleonidio.com/route/100-natural-16/
38,Saint,11,Theos dionysos,7c,17,https://climbinleonidio.com/route/theos-dionysos-16/
38,Saint,12,Kadmos,8a,17,https://climbinleonidio.com/route/kadmos-16/
38,Saint,13,Grypas,7c+,20,https://climbinleonidio.com/route/grypas-16/
38,Saint,14,Kires,8b+,20,https://climbinleonidio.com/route/kires-16/
38,Saint,15,Buru-buru,7c+,17,https://climbinleonidio.com/route/buru-buru-16/
38,Saint,16,Talk doesn’t make the work,7b+,12,https://climbinleonidio.com/route/talk-doesnt-make-the-work-16/
38,Saint,01,The experiment of toricceli,7c,120,https://climbinleonidio.com/route/the-experiment-of-toricceli-16/
38,Saint,02,Madama butterfly,7c+,125,https://climbinleonidio.com/route/madama-butterfly-16/
38,Saint,,03Fuori di zucca7c+/8a135,,,https://climbinleonidio.com/route/fuori-di-zucca-16/
